"Jelölt neve","Nemzetiség","Státusz","OEVK","Állapotváltozás dátuma","Jelölő szervezet neve","Lista típusa"
"GICZY JÓZSEF","","Nyilvántartásba véve","","2026. március 2.","Mi Hazánk Mozgalom","Önálló lista"
"GIEBER LAJOS","","Nyilvántartásba véve","Fejér vármegye, 05. számú egyéni választókerület","2026. február 26.","Mi Hazánk Mozgalom",""
"GIEBER LAJOS","","Nyilvántartásba véve","","2026. március 2.","Mi Hazánk Mozgalom","Önálló lista"
"GILA ÁDÁM","","Nyilvántartásba vétel visszautasítva","","2026. március 11.","Tea Párt Közösség","Önálló lista"
"DR. GIMES GÁBOR","","Nyilvántartásba véve","","2026. március 10.","Tisztelet és Szabadság Párt","Önálló lista"
"GIMESINÉ SZOKOL EMESE","Szlovák","Nyilvántartásba véve","","2026. március 10.","Országos Szlovák Önkormányzat","Nemzetiségi lista"
"GINZERY ANDRÁS","","Nyilvántartásba véve","","2026. március 2.","Mi Hazánk Mozgalom","Önálló lista"
"GIRICZ VIKTOR","Ruszin","Nyilvántartásba véve","","2026. március 5.","Országos Ruszin Önkormányzat","Nemzetiségi lista"
"GLÁZER TÍMEA","","Nyilvántartásba véve","","2026. március 8.","Demokratikus Koalíció","Önálló lista"
"GLONCZI IZABELLA","","Nyilvántartásba vétel visszautasítva","Borsod-Abaúj-Zemplén vármegye, 07. számú egyéni választókerület","2026. március 12.","Normális Élet Pártja",""
"GLONCZI NORBERT","","Nyilvántartásba vétel visszautasítva","Borsod-Abaúj-Zemplén vármegye, 04. számú egyéni választókerület","2026. március 13.","Független jelölt",""
"GODÓ BEATRIX","","Kiesett","Nógrád vármegye, 01. számú egyéni választókerület","2026. március 25.","Demokratikus Koalíció",""
"GÓMAN PÉTER","","Nyilvántartásba vétel visszautasítva","Bács-Kiskun vármegye, 01. számú egyéni választókerület","2026. március 9.","A SZOLIDARITÁS PÁRTJA, Magyar Munkáspárt",""
"GOMBÁR DÁVID","","Nyilvántartásba véve","Békés vármegye, 02. számú egyéni választókerület","2026. február 27.","Tisztelet és Szabadság Párt",""
"GOMBÁR DÁVID","","Nyilvántartásba véve","","2026. március 10.","Tisztelet és Szabadság Párt","Önálló lista"
"GOMBKÖTŐ JÁNOS","","Nyilvántartásba véve","","2026. március 2.","Mi Hazánk Mozgalom","Önálló lista"
"GOMBOS BIANKA","","Nem kíván indulni","Budapest főváros, 09. számú egyéni választókerület","2026. március 6.","Középen Állók Pártja",""
"GOMBOS KÁROLY","","Nem kíván indulni","Budapest főváros, 16. számú egyéni választókerület","2026. március 6.","Középen Állók Pártja",""
"GONDA ESZTER","","Nyilvántartásba véve","Győr-Moson-Sopron vármegye, 01. számú egyéni választókerület","2026. március 13.","Magyar Kétfarkú Kutya Párt",""
"GÓR-NAGY GYÖRGY","","Nyilvántartásba véve","Pest vármegye, 14. számú egyéni választókerület","2026. március 9.","Magyar Kétfarkú Kutya Párt",""
"GÓR-NAGY GYÖRGY","","Nyilvántartásba véve","","2026. március 10.","Magyar Kétfarkú Kutya Párt","Önálló lista"
"DR. GÓR-NAGY MIKLÓS FERENC","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"DR. GŐDÉNY GYÖRGY","","Nyilvántartásba véve","Veszprém vármegye, 02. számú egyéni választókerület","2026. március 9.","Normális Élet Pártja",""
"GÖNCZI GYÖRGY","","Nyilvántartásba véve","Borsod-Abaúj-Zemplén vármegye, 07. számú egyéni választókerület","2026. március 9.","Jobbik Magyarországért Mozgalom",""
"GÖRÖGHNÉ BOCSKAI ÉVA","","Nyilvántartásba véve","Hajdú-Bihar vármegye, 06. számú egyéni választókerület","2026. február 27.","Tisztelet és Szabadság Párt",""
"GÖRÖGHNÉ BOCSKAI ÉVA","","Nyilvántartásba véve","","2026. március 10.","Tisztelet és Szabadság Párt","Önálló lista"
"GRÉCZI ZSOLT","","Nyilvántartásba véve","Budapest főváros, 03. számú egyéni választókerület","2026. március 9.","Demokratikus Koalíció",""
"GRÉCZI ZSOLT","","Nyilvántartásba véve","","2026. március 8.","Demokratikus Koalíció","Önálló lista"
"GREGUS GYÖRGY","","Nyilvántartásba véve","","2026. március 10.","Tisztelet és Szabadság Párt","Önálló lista"
"GREGUS RENÁTA","","Nyilvántartásba véve","Heves vármegye, 03. számú egyéni választókerület","2026. február 28.","Mi Hazánk Mozgalom",""
"GREGUS RENÁTA","","Nyilvántartásba véve","","2026. március 2.","Mi Hazánk Mozgalom","Önálló lista"
"GREXA LILIÁNA","Ukrán","Nyilvántartásba véve","","2026. február 26.","Országos Ukrán Nemzetiségi Önkormányzat","Nemzetiségi lista"
"DR. GRUBER ENIKŐ","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"DR. GRUNDTNER ANDRÁS","","Nyilvántartásba véve","Budapest főváros, 03. számú egyéni választókerület","2026. március 5.","Mi Hazánk Mozgalom",""
"DR. GRUNDTNER ANDRÁS","","Nyilvántartásba véve","","2026. március 2.","Mi Hazánk Mozgalom","Önálló lista"
"GUBA ENDRE","","Nyilvántartásba véve","Szabolcs-Szatmár-Bereg vármegye, 04. számú egyéni választókerület","2026. március 9.","Normális Élet Pártja",""
"GUGÁN JÁNOS","Horvát","Nyilvántartásba véve","","2026. március 5.","Országos Horvát Önkormányzat","Nemzetiségi lista"
"GULYA TIBOR","","Nyilvántartásba vétel visszautasítva","Budapest főváros, 03. számú egyéni választókerület","2026. március 9.","Normális Élet Pártja",""
"DR. GULYÁS ESZTER","","Nyilvántartásba véve","","2026. március 10.","Tisztelet és Szabadság Párt","Önálló lista"
"GULYÁS GERGELY","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"GULYÁS GERGELY KRISTÓF","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"GULYÁS JÓZSEF","","Nyilvántartásba véve","Somogy vármegye, 01. számú egyéni választókerület","2026. március 9.","A SZOLIDARITÁS PÁRTJA, Magyar Munkáspárt",""
"GULYÁS MÁRTA","","Nyilvántartásba véve","","2026. március 8.","Demokratikus Koalíció","Önálló lista"
"GULYÁS NORBERT","","Nyilvántartásba véve","Nógrád vármegye, 02. számú egyéni választókerület","2026. március 7.","Demokratikus Koalíció",""
"GULYÁS NORBERT","","Nyilvántartásba véve","","2026. március 8.","Demokratikus Koalíció","Önálló lista"
"GUNN NORBERT","","Nyilvántartásba véve","","2026. március 2.","Mi Hazánk Mozgalom","Önálló lista"
"DR. GURZÓ MÁRIA","","Nyilvántartásba véve","Békés vármegye, 04. számú egyéni választókerület","2026. február 27.","Tisztelet és Szabadság Párt",""
"DR. GURZÓ MÁRIA","","Nyilvántartásba véve","","2026. március 10.","Tisztelet és Szabadság Párt","Önálló lista"
"GUTYÁN KRISZTIÁN ÁDÁM","","Nyilvántartásba vétel visszautasítva","Pest vármegye, 04. számú egyéni választókerület","2026. március 9.","Jobbik Magyarországért Mozgalom",""
"GY. NÉMETH ERZSÉBET","","Nyilvántartásba véve","Budapest főváros, 15. számú egyéni választókerület","2026. március 6.","Demokratikus Koalíció",""
"GY. NÉMETH ERZSÉBET","","Nyilvántartásba véve","","2026. március 8.","Demokratikus Koalíció","Önálló lista"
"GYAPJAS SÁNDOR","","Nyilvántartásba véve","Borsod-Abaúj-Zemplén vármegye, 02. számú egyéni választókerület","2026. március 9.","A SZOLIDARITÁS PÁRTJA, Magyar Munkáspárt",""
"GYARMATI MIHÁLY","","Nyilvántartásba véve","Szabolcs-Szatmár-Bereg vármegye, 02. számú egyéni választókerület","2026. március 9.","Demokratikus Koalíció",""
"GYARMATI MIHÁLY","","Nyilvántartásba véve","","2026. március 8.","Demokratikus Koalíció","Önálló lista"
"GYEBNÁR DÁVID","","Nyilvántartásba véve","Békés vármegye, 01. számú egyéni választókerület","2026. március 9.","Mi Hazánk Mozgalom",""
"GYEBNÁR DÁVID","","Nyilvántartásba véve","","2026. március 2.","Mi Hazánk Mozgalom","Önálló lista"
"GYEKICZKI MÁRTON","","Nyilvántartásba véve","Pest vármegye, 01. számú egyéni választókerület","2026. március 6.","Demokratikus Koalíció",""
"GYEKICZKI MÁRTON","","Nyilvántartásba véve","","2026. március 8.","Demokratikus Koalíció","Önálló lista"
"DR. GYENES GÉZA","","Nem kíván indulni","Budapest főváros, 13. számú egyéni választókerület","2026. március 6.","Jobbik Magyarországért Mozgalom",""
"GYEPES ÁDÁM","","Nyilvántartásba véve","Budapest főváros, 11. számú egyéni választókerület","2026. február 26.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt",""
"GYEPES ÁDÁM","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"GYOPÁROS ALPÁR","","Nyilvántartásba véve","Győr-Moson-Sopron vármegye, 03. számú egyéni választókerület","2026. február 24.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt",""
"GYOPÁROS ALPÁR","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"GYÖMBÉR DÁVID","","Nyilvántartásba véve","","2026. március 10.","Tisztelet és Szabadság Párt","Önálló lista"
"GYÖNGYÖSI ISTVÁN","","Nyilvántartásba véve","","2026. március 10.","Tisztelet és Szabadság Párt","Önálló lista"
"GYÖRE-SZŰCS SÁNDOR","","Nyilvántartásba véve","","2026. március 10.","Tisztelet és Szabadság Párt","Önálló lista"
"GYŐRFFY PÉTER","","Nyilvántartásba véve","Heves vármegye, 02. számú egyéni választókerület","2026. március 12.","Magyar Kétfarkú Kutya Párt",""
"GYŐRFINÉ DR. HAJDÚ SZILVIA","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"GYÖRGY JÓZSEF","","Nyilvántartásba véve","Pest vármegye, 02. számú egyéni választókerület","2026. február 28.","Mi Hazánk Mozgalom",""
"GYÖRGY JÓZSEF","","Nyilvántartásba véve","","2026. március 2.","Mi Hazánk Mozgalom","Önálló lista"
"GYŐRI ENIKŐ","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"GYÖRÖK NÓRA","","Nyilvántartásba véve","","2026. március 2.","Mi Hazánk Mozgalom","Önálló lista"
"GYUK ZSOLT","","Nyilvántartásba véve","","2026. március 10.","Tisztelet és Szabadság Párt","Önálló lista"
"GYURITY ISTVÁN","Horvát","Nyilvántartásba véve","","2026. március 5.","Országos Horvát Önkormányzat","Nemzetiségi lista"
"DR. GYÜRE CSABA","","Nyilvántartásba véve","Szabolcs-Szatmár-Bereg vármegye, 02. számú egyéni választókerület","2026. március 9.","Jobbik Magyarországért Mozgalom",""
"GYÜRK ANDRÁS","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"HAÁG ZALÁN","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"HACK ANGELIKA LILIEN","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"HADERSPRUNG ZSUZSANNA","","Nyilvántartásba véve","Fejér vármegye, 04. számú egyéni választókerület","2026. március 9.","A SZOLIDARITÁS PÁRTJA, Magyar Munkáspárt",""
"DR. HADHÁZY ÁKOS","","Nyilvántartásba véve","Budapest főváros, 06. számú egyéni választókerület","2026. február 28.","Független jelölt",""
"HAEFFNER DONÁT RUDOLF","Örmény","Nyilvántartásba véve","","2026. március 2.","Országos Örmény Önkormányzat","Nemzetiségi lista"
"HAJDU LAJOS","","Nem kíván indulni","Budapest főváros, 13. számú egyéni választókerület","2026. március 11.","Középen Állók Pártja",""
"HAJDU MÁRTON ÁDÁM","","Nyilvántartásba véve","","2026. március 10.","Tisztelet és Szabadság Párt","Önálló lista"
"HALÁSZ JÁNOS","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"HALÁSZNÉ HUNYADI GYÖNGYI","","Nyilvántartásba véve","Somogy vármegye, 02. számú egyéni választókerület","2026. március 9.","Mi Hazánk Mozgalom",""
"HALÁSZNÉ HUNYADI GYÖNGYI","","Nyilvántartásba véve","","2026. március 2.","Mi Hazánk Mozgalom","Önálló lista"
"HALKÓ PETRA","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"HALKÓNÉ DR. RUDOLF ÉVA","","Nyilvántartásba véve","Szabolcs-Szatmár-Bereg vármegye, 01. számú egyéni választókerület","2026. február 26.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt",""
"HALKÓNÉ DR. RUDOLF ÉVA","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"DR. HALLERNÉ DR. NAGY ANIKÓ","","Nyilvántartásba véve","Győr-Moson-Sopron vármegye, 04. számú egyéni választókerület","2026. február 26.","Tisztelet és Szabadság Párt",""
"DR. HALLERNÉ DR. NAGY ANIKÓ","","Nyilvántartásba véve","","2026. március 10.","Tisztelet és Szabadság Párt","Önálló lista"
"HALMAI FERENC TIBOR","","Nyilvántartásba véve","Jász-Nagykun-Szolnok vármegye, 02. számú egyéni választókerület","2026. február 28.","Tisztelet és Szabadság Párt",""
"HALMAI FERENC TIBOR","","Nyilvántartásba véve","","2026. március 10.","Tisztelet és Szabadság Párt","Önálló lista"
"HALMAI RICHÁRD","","Nyilvántartásba véve","Budapest főváros, 02. számú egyéni választókerület","2026. március 15.","Demokratikus Koalíció",""
"HALMAI RICHÁRD","","Nyilvántartásba véve","","2026. március 8.","Demokratikus Koalíció","Önálló lista"
"HALMAY GÁBOR","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"HANDLER ANDRÁS","Horvát","Nyilvántartásba véve","","2026. március 5.","Országos Horvát Önkormányzat","Nemzetiségi lista"
"HANEK GÁBOR","","Nyilvántartásba véve","Pest vármegye, 08. számú egyéni választókerület","2026. március 2.","Demokratikus Koalíció",""
"DR. HANKÓ BALÁZS","","Nyilvántartásba véve","Pest vármegye, 06. számú egyéni választókerület","2026. február 27.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt",""
"DR. HANKÓ BALÁZS","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"HANKÓ KLÁRA","","Nyilvántartásba véve","Pest vármegye, 07. számú egyéni választókerület","2026. március 15.","Magyar Kétfarkú Kutya Párt",""
"HANKÓ SZABOLCS","","Nyilvántartásba vétel visszautasítva","Zala vármegye, 03. számú egyéni választókerület","2026. március 9.","Normális Élet Pártja",""
"DR. HANTOSI ISTVÁN","","Nyilvántartásba véve","","2026. március 10.","Tisztelet és Szabadság Párt","Önálló lista"
"DR. HANUSI PÉTER","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"DR. HARGITAI JÁNOS","","Nyilvántartásba véve","Baranya vármegye, 03. számú egyéni választókerület","2026. február 28.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt",""
"DR. HARGITAI JÁNOS","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"HARKÁLY CSABA","","Kiesett","Borsod-Abaúj-Zemplén vármegye, 03. számú egyéni választókerület","2026. március 26.","Független jelölt",""
"HARMATI JÁNOS","","Nyilvántartásba véve","","2026. március 2.","Mi Hazánk Mozgalom","Önálló lista"
"HARTVIG DÁNIEL","","Nyilvántartásba véve","Pest vármegye, 08. számú egyéni választókerület","2026. március 9.","Magyar Kétfarkú Kutya Párt",""
"HASKÓ JÓZSEF","","Nyilvántartásba vétel visszautasítva","Bács-Kiskun vármegye, 03. számú egyéni választókerület","2026. március 9.","Normális Élet Pártja",""
"HATALA-OROSZ CSABA","","Nyilvántartásba véve","Borsod-Abaúj-Zemplén vármegye, 04. számú egyéni választókerület","2026. február 27.","Tisztelet és Szabadság Párt",""
"HATALA-OROSZ CSABA","","Nyilvántartásba véve","","2026. március 10.","Tisztelet és Szabadság Párt","Önálló lista"
"HAUSEL IMRE","","Nyilvántartásba véve","Borsod-Abaúj-Zemplén vármegye, 05. számú egyéni választókerület","2026. március 7.","Demokratikus Koalíció",""
"HAUSEL IMRE","","Nyilvántartásba véve","","2026. március 8.","Demokratikus Koalíció","Önálló lista"
"HAVASI BALÁZS MÁRK","","Nyilvántartásba véve","","2026. március 10.","Tisztelet és Szabadság Párt","Önálló lista"
